"Institution","Major","Avg Debt","Avg Payment","Salary 1 Yr","Salary 4 Yr","Projected Salary 10 Yr"
"Prairie View A & M University","Chemical Engineering",28608,314,56042,86785,136550
"Prairie View A & M University","Electrical, Electronics and Communications Engineering",26568,265,82516,90895,100203
"Prairie View A & M University","Construction Engineering Technologies",31904,329,51852,60575,70908
"Prairie View A & M University","Health and Physical Education/Fitness",27408,286,21011,39074,75030
"Prairie View A & M University","Criminal Justice and Corrections",26168,265,29215,42752,63321
"Prairie View A & M University","Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing",21621,243,72665,84269,97905
"Prairie View A & M University","Business Administration, Management and Operations",30131,327,35847,36949,38088
"Prairie View A & M University","Accounting and Related Services",28091,290,41913,55300,73431
"Rice University","Computer and Information Sciences, General",14495,131,109644,172391,275707
"Rice University","Health and Physical Education/Fitness",11882,106,39347,62105,99741
"Rice University","Economics",13416,123,76707,88145,101452
"Saint Edward's University","Radio, Television, and Digital Communication",22838,254,34621,54624,87689
"Saint Edward's University","Rhetoric and Composition/Writing Studies",22613,276,27344,38176,53796
"Saint Edward's University","International/Global Studies",22005,246,30677,48495,78012
"Saint Edward's University","Psychology, General",21791,241,27036,44181,73663
"Saint Edward's University","Criminal Justice and Corrections",27402,254,39494,48020,58573
"Saint Edward's University","Accounting and Related Services",25057,265,51180,73274,106037
"Saint Edward's University","Finance and Financial Management Services",21426,232,48484,71193,105831
"Sam Houston State University","Animal Sciences",21022,209,31127,39422,50160
"Sam Houston State University","Communication and Media Studies",24171,247,31359,45930,68092
"Sam Houston State University","Computer and Information Sciences, General",22740,199,59781,78974,105005
"Sam Houston State University","Construction Engineering Technologies",20277,210,65857,83120,105383
"Sam Houston State University","English Language and Literature, General",21832,235,33751,41260,50609
"Sam Houston State University","Liberal Arts and Sciences, General Studies and Humanities",23042,245,37157,43663,51420
"Sam Houston State University","Biology, General",22004,231,29529,47948,79394
"Sam Houston State University","Mathematics",24768,259,47479,54215,61998
"Sam Houston State University","Multi/Interdisciplinary Studies, Other",24743,265,48691,50048,51446
"Sam Houston State University","Health and Physical Education/Fitness",23692,240,35148,46419,61701
"Sam Houston State University","Psychology, General",22378,228,29311,43146,64307
"Sam Houston State University","Criminal Justice and Corrections",21282,220,35783,46083,59665
"Sam Houston State University","Geography and Cartography",23652,199,32394,45328,64025
"Sam Houston State University","Sociology",26108,276,27065,43763,72136
"Sam Houston State University","Dance",26082,276,15424,27085,48833
"Sam Houston State University","Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing",23131,258,72640,76500,80583
"Sam Houston State University","Business/Commerce, General",23236,238,43045,51512,61810
"Sam Houston State University","Business Administration, Management and Operations",20005,173,42858,53055,65928
"Sam Houston State University","Accounting and Related Services",21016,211,48074,63959,85673
"Sam Houston State University","Finance and Financial Management Services",23504,252,46560,61212,80978
"Sam Houston State University","Human Resources Management and Services",19865,188,41996,58124,81157
"Sam Houston State University","International Business",20035,227,32386,49600,77122
"Sam Houston State University","Marketing",19613,197,39363,51744,68444
"Sam Houston State University","Specialized Sales, Merchandising and  Marketing Operations",26990,265,29221,48505,82255
"Sam Houston State University","History",25126,257,35846,51573,75022
"Schreiner University","Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing",16854,170,67389,80357,96068
"St. Mary's University","Biology, General",24726,286,17473,44946,124505
"St. Mary's University","Health and Physical Education/Fitness",21152,240,26937,41987,66528
"St. Mary's University","Psychology, General",25180,276,21759,40698,78645
"St. Mary's University","Finance and Financial Management Services",26149,269,51759,75162,110419
"Southern Methodist University","Public Relations, Advertising, and Applied Communication",19014,207,48156,65215,88996
"Southern Methodist University","Health and Physical Education/Fitness",20857,239,41451,70754,123680
"Southern Methodist University","Psychology, General",19862,246,42135,52450,65552
"Southern Methodist University","Business Administration, Management and Operations",17598,207,51068,105314,226849
"Southwestern Assemblies of God University","Liberal Arts and Sciences, General Studies and Humanities",27742,265,30794,47354,73951
"Southwestern Assemblies of God University","Bible/Biblical Studies",27054,314,28003,36040,46630
"Southwestern Assemblies of God University","Pastoral Counseling and Specialized Ministries",24881,262,26787,36756,50857
"Southwestern Assemblies of God University","Business Administration, Management and Operations",26523,276,37643,44446,52599
"Southwestern University","Business/Commerce, General",22615,265,45571,76367,130845
"Stephen F Austin State University","Natural Resources Conservation and Research",24303,258,43862,46006,48264
"Stephen F Austin State University","Computer and Information Sciences, General",23661,254,43269,68965,111928
"Stephen F Austin State University","Family and Consumer Sciences/Human Sciences, General",25001,265,31105,36248,42324
"Stephen F Austin State University","Foods, Nutrition, and Related Services",22792,257,26272,47093,86842
"Stephen F Austin State University","English Language and Literature, General",20002,223,37272,45776,56418
"Stephen F Austin State University","Biology, General",20167,207,32315,48416,73533
"Stephen F Austin State University","Multi/Interdisciplinary Studies, Other",23767,260,42605,45308,48198
"Stephen F Austin State University","Health and Physical Education/Fitness",23826,256,34141,46105,62731
"Stephen F Austin State University","Psychology, General",23393,247,29591,42351,61266
"Stephen F Austin State University","Criminal Justice and Corrections",22780,241,38034,45972,55733
"Stephen F Austin State University","Social Work",24071,258,34798,38586,42824
"Stephen F Austin State University","Political Science and Government",22902,216,25215,49881,102570
"Stephen F Austin State University","Health Services/Allied Health/Health Sciences, General",25653,276,30615,40658,54359
"Stephen F Austin State University","Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing",23171,265,65648,73525,82435
"Stephen F Austin State University","Business/Commerce, General",22673,241,41199,46004,51422
"Stephen F Austin State University","Business Administration, Management and Operations",23989,236,39950,59019,88303
"Stephen F Austin State University","Accounting and Related Services",22763,239,45207,59586,79039
"Stephen F Austin State University","Finance and Financial Management Services",21107,232,44048,61595,86942
"Stephen F Austin State University","Marketing",21526,236,39514,48426,59553
"Texas State University","Agriculture, General",20165,228,44994,56642,71621
"Texas State University","Agricultural Business and Management",20675,208,31009,50978,85548
"Texas State University","Animal Sciences",20230,221,34546,40091,46612
"Texas State University","Natural Resources Conservation and Research",21788,246,37895,46020,56063
"Texas State University","City/Urban, Community and Regional Planning",22000,220,39874,50917,65343
"Texas State University","Communication and Media Studies",21098,228,34223,48857,70489
"Texas State University","Journalism",17444,179,28764,35078,42919
"Texas State University","Radio, Television, and Digital Communication",20904,222,29283,42286,61753
"Texas State University","Public Relations, Advertising, and Applied Communication",19820,207,38107,50780,68134
"Texas State University","Computer and Information Sciences, General",21479,212,53322,70772,94562
"Texas State University","Computer Science",23418,242,67018,92305,128223
"Texas State University","Electrical, Electronics and Communications Engineering",25415,265,67590,89597,119558
"Texas State University","Industrial Engineering",24037,260,63987,81475,104248
"Texas State University","Manufacturing Engineering",20367,209,61873,74756,90591
"Texas State University","Engineering Technology, General",24080,217,55769,64513,74760
"Texas State University","Construction Engineering Technologies",21111,233,71822,86836,105304
"Texas State University","Romance Languages, Literatures, and Linguistics",21518,231,35942,44227,54617
"Texas State University","Family and Consumer Economics and Related Studies",19340,205,41186,44434,47961
"Texas State University","Foods, Nutrition, and Related Services",22068,239,33976,47206,66181
"Texas State University","Human Development, Family Studies, and Related Services",20903,222,31092,40898,54135
"Texas State University","English Language and Literature, General",19829,210,29345,40931,57620
"Texas State University","Rhetoric and Composition/Writing Studies",19637,213,38423,49798,64903
"Texas State University","Liberal Arts and Sciences, General Studies and Humanities",23043,241,35577,52889,79661
"Texas State University","Biology, General",22228,242,30916,46634,71340
"Texas State University","Biochemistry, Biophysics and Molecular Biology",21208,237,37185,49636,66718
"Texas State University","Microbiological Sciences and Immunology",21837,245,34027,45793,62082
"Texas State University","Mathematics",22408,246,47635,49264,50954
"Texas State University","Applied Mathematics",23972,258,44178,65973,99849
"Texas State University","International/Global Studies",21328,228,29729,41400,58182
"Texas State University","Multi/Interdisciplinary Studies, Other",21746,229,46102,49187,52497
"Texas State University","Parks, Recreation and Leisure Facilities Management",20614,228,31339,45833,67842
"Texas State University","Health and Physical Education/Fitness",21998,234,31205,52099,88906
"Texas State University","Philosophy",22573,260,24546,36701,55619
"Texas State University","Chemistry",24685,286,40477,70396,125590
"Texas State University","Psychology, General",20731,223,30659,42730,60103
"Texas State University","Criminal Justice and Corrections",18257,180,34096,46095,62790
"Texas State University","Public Administration",23670,256,43134,48152,53808
"Texas State University","Social Work",21781,223,35078,44094,55670
"Texas State University","Anthropology",23447,246,26507,35316,47376
"Texas State University","Geography and Cartography",19516,213,41978,48307,55682
"Texas State University","Political Science and Government",19860,214,35160,48966,68819
"Texas State University","Sociology",21789,226,32007,42281,56215
"Texas State University","Dance",20462,217,32226,49264,76448
"Texas State University","Design and Applied Arts",22315,244,42210,54246,70080
"Texas State University","Drama/Theatre Arts and Stagecraft",19527,207,24507,34279,48399
"Texas State University","Fine and Studio Arts",23836,262,26302,35494,48258
"Texas State University","Music",22996,246,43671,45336,47070
"Texas State University","Health and Medical Administrative Services",23025,259,39548,54831,76699
"Texas State University","Allied Health Diagnostic, Intervention, and Treatment Professions",23906,265,57990,65513,74104
"Texas State University","Public Health",23257,248,33281,37605,42544
"Texas State University","Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing",21371,228,65804,66444,67091
"Texas State University","Business Administration, Management and Operations",19134,197,41614,57305,79588
"Texas State University","Accounting and Related Services",21397,232,48229,64297,86311
"Texas State University","Finance and Financial Management Services",20445,226,47337,65858,92461
"Texas State University","Marketing",19519,212,47266,59736,75842
"Texas State University","Specialized Sales, Merchandising and  Marketing Operations",21166,233,36970,48908,65124
"Texas State University","History",21772,228,34125,45815,61956
"Southwestern Adventist University","Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing",26849,286,69101,76282,84278
"Tarleton State University","Agricultural Business and Management",18455,207,40222,49434,60971
"Tarleton State University","Animal Sciences",20340,221,28145,39740,56671
"Tarleton State University","Communication and Media Studies",19635,223,32907,39063,46484
"Tarleton State University","Computer and Information Sciences, General",20689,217,48136,50309,52589
"Tarleton State University","Industrial Production Technologies/Technicians",18130,199,60475,71921,85748
"Tarleton State University","Liberal Arts and Sciences, General Studies and Humanities",22764,221,30499,42890,60902
"Tarleton State University","Multi/Interdisciplinary Studies, Other",18409,188,45113,46014,46935
"Tarleton State University","Health and Physical Education/Fitness",19816,203,36208,48162,64498
"Tarleton State University","Psychology, General",19843,202,30635,39627,51542
"Tarleton State University","Criminal Justice and Corrections",19189,199,39814,49034,60608
"Tarleton State University","Social Work",20839,233,36835,40698,45003
"Tarleton State University","Clinical/Medical Laboratory Science/Research and Allied Professions",17356,175,60594,61729,62887
"Tarleton State University","Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing",22723,246,65212,73918,83896
"Tarleton State University","Business/Commerce, General",18881,192,46589,59606,76647
"Tarleton State University","Business Administration, Management and Operations",20844,212,43861,51321,60173
"Tarleton State University","Accounting and Related Services",21428,207,46781,55760,66633
"Tarleton State University","Human Resources Management and Services",18792,184,48016,55952,65327
"Tarleton State University","Marketing",20430,201,38114,45687,54915
"The University of Texas Health Science Center at San Antonio","Dental Support Services and Allied Professions",18361,212,59163,60649,62176
"The University of Texas Health Science Center at San Antonio","Allied Health Diagnostic, Intervention, and Treatment Professions",16866,159,57255,62001,67176
"The University of Texas Health Science Center at San Antonio","Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing",17201,180,60800,67660,75366
"The University of Texas Medical Branch at Galveston","Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing",14097,139,71416,77678,84539
"Texas A & M University-Kingsville","Agriculture, General",21493,241,37830,51193,69806
"Texas A & M University-Kingsville","Plant Sciences",18998,206,34157,45108,59955
"Texas A & M University-Kingsville","Communication and Media Studies",20534,208,30602,37529,46184
"Texas A & M University-Kingsville","Chemical Engineering",22154,243,56993,86698,133832
"Texas A & M University-Kingsville","Electrical, Electronics and Communications Engineering",27403,277,71747,91700,117791
"Texas A & M University-Kingsville","Mechanical Engineering",22650,230,58734,81500,114106
"Texas A & M University-Kingsville","Industrial Production Technologies/Technicians",21632,225,47295,61808,81258
"Texas A & M University-Kingsville","Biology, General",24412,259,24521,40569,68551
"Texas A & M University-Kingsville","Multi/Interdisciplinary Studies, Other",20181,186,42690,49085,56530
"Texas A & M University-Kingsville","Psychology, General",25534,265,32187,39371,48322
"Texas A & M University-Kingsville","Communication Disorders Sciences and Services",23675,260,21416,48303,115101
"Texas A & M University-College Station","Agricultural Business and Management",17405,175,50248,63533,80700
"Texas A & M University-College Station","Applied Horticulture and Horticultural Business Services",16890,177,34651,51147,76455
"Texas A & M University-College Station","Agricultural Public Services",16558,166,39903,49429,61463
"Texas A & M University-College Station","Animal Sciences",17486,187,33774,50777,77404
"Texas A & M University-College Station","Natural Resources Conservation and Research",18980,207,37657,58824,93424
"Texas A & M University-College Station","Natural Resources Management and Policy",22901,230,23293,44003,85972
"Texas A & M University-College Station","Architecture",18654,189,39208,60257,94041
"Texas A & M University-College Station","City/Urban, Community and Regional Planning",17715,188,45253,55046,67173
"Texas A & M University-College Station","Landscape Architecture",24149,252,50537,67119,89742
"Texas A & M University-College Station","Communication and Media Studies",16648,167,40079,54656,75135
"Texas A & M University-College Station","Computer Software and Media Applications",18502,209,31224,52454,90115
"Texas A & M University-College Station","Computer/Information Technology Administration and Management",19913,201,54210,68921,88046
"Texas A & M University-College Station","Aerospace, Aeronautical and Astronautical Engineering",21755,233,69496,85253,104947
"Texas A & M University-College Station","Chemical Engineering",18017,191,81374,105292,136996
"Texas A & M University-College Station","Computer Engineering",20177,231,80160,104901,138108
"Texas A & M University-College Station","Electrical, Electronics and Communications Engineering",20236,222,76580,98879,128368
"Texas A & M University-College Station","Mechanical Engineering",18214,206,74395,86346,100402
"Texas A & M University-College Station","Naval Architecture and Marine Engineering",21799,230,69273,89344,115853
"Texas A & M University-College Station","Ocean Engineering",22326,276,66694,85953,111369
"Texas A & M University-College Station","Petroleum Engineering",19265,201,82026,123170,187515
"Texas A & M University-College Station","Industrial Engineering",18164,199,71608,88458,109680
"Texas A & M University-College Station","Construction Engineering Technologies",17822,201,73773,91097,112907
"Texas A & M University-College Station","English Language and Literature, General",18147,201,31743,44310,62428
"Texas A & M University-College Station","Biology, General",17046,183,25786,53216,114724
"Texas A & M University-College Station","Biochemistry, Biophysics and Molecular Biology",16348,186,25664,52572,112396
"Texas A & M University-College Station","Genetics",16797,172,27801,52557,102766
"Texas A & M University-College Station","Ecology, Evolution, Systematics, and Population Biology",21688,229,26124,36746,52190
"Texas A & M University-College Station","Applied Mathematics",16895,170,51673,74198,107710
"Texas A & M University-College Station","International/Global Studies",17024,183,35900,51717,75334
"Texas A & M University-College Station","Multi/Interdisciplinary Studies, Other",18658,194,46350,50964,56079
"Texas A & M University-College Station","Health and Physical Education/Fitness",18539,198,33549,58417,104355
"Texas A & M University-College Station","Philosophy",17343,184,38402,49447,64009
"Texas A & M University-College Station","Atmospheric Sciences and Meteorology",19160,207,38796,53791,75248
"Texas A & M University-College Station","Geological and Earth Sciences/Geosciences",18805,198,46977,52783,59374
"Texas A & M University-College Station","Psychology, General",17378,188,29089,47558,79333
"Texas A & M University-College Station","Economics",17159,182,53097,70306,93706
"Texas A & M University-College Station","Geography and Cartography",16662,175,51461,64337,80770
"Texas A & M University-College Station","Political Science and Government",17475,187,36908,58382,93981
"Texas A & M University-College Station","Sociology",18300,185,32670,47367,69469
"Texas A & M University-College Station","Marine Transportation",23355,248,79439,100933,128857
"Texas A & M University-College Station","Dental Support Services and Allied Professions",16977,159,58332,65587,73829
"Texas A & M University-College Station","Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing",18757,195,67937,72981,78433
"Texas A & M University-College Station","Business Administration, Management and Operations",17060,191,58192,73138,92324
"Texas A & M University-College Station","Human Resources Management and Services",17752,170,47984,59917,75126
"Texas A & M University-College Station","History",18020,178,37104,51887,73243
"The University of Texas at Arlington","Radio, Television, and Digital Communication",19252,193,31962,47632,71932
"The University of Texas at Arlington","Public Relations, Advertising, and Applied Communication",20581,205,38743,50879,67231
"The University of Texas at Arlington","Information Science/Studies",18824,189,51007,75393,112864
"The University of Texas at Arlington","Computer Science",18920,190,79849,89635,100732
"The University of Texas at Arlington","Aerospace, Aeronautical and Astronautical Engineering",23361,266,70696,78990,88348
"The University of Texas at Arlington","Civil Engineering",20161,208,67264,79903,95152
"The University of Texas at Arlington","Computer Engineering",20627,202,75406,101060,136413
"The University of Texas at Arlington","Electrical, Electronics and Communications Engineering",24151,247,69823,87605,110388
"The University of Texas at Arlington","Mechanical Engineering",22696,244,65498,81422,101618
"The University of Texas at Arlington","Industrial Engineering",23186,195,68691,85252,106218
"The University of Texas at Arlington","Linguistic, Comparative, and Related Language Studies and Services",22265,202,22885,28517,35679
"The University of Texas at Arlington","Romance Languages, Literatures, and Linguistics",17692,166,26006,47439,89177
"The University of Texas at Arlington","English Language and Literature, General",20437,209,34841,45154,58848
"The University of Texas at Arlington","Rhetoric and Composition/Writing Studies",17105,137,38717,48211,60274
"The University of Texas at Arlington","Liberal Arts and Sciences, General Studies and Humanities",22814,223,40836,49603,60442
"The University of Texas at Arlington","Biology, General",17602,170,26715,49296,93848
"The University of Texas at Arlington","Microbiological Sciences and Immunology",19696,221,35725,50757,72859
"The University of Texas at Arlington","Mathematics",16346,155,45671,55209,66939
"The University of Texas at Arlington","Multi/Interdisciplinary Studies, Other",18786,184,48824,52618,56733
"The University of Texas at Arlington","Health and Physical Education/Fitness",18099,179,28905,48916,84710
"The University of Texas at Arlington","Geological and Earth Sciences/Geosciences",23095,265,48999,55516,62982
"The University of Texas at Arlington","Physics",24651,243,42422,64598,99826
"The University of Texas at Arlington","Psychology, General",18929,188,29175,43769,66569
"The University of Texas at Arlington","Criminal Justice and Corrections",18707,178,37064,49734,67218
"The University of Texas at Arlington","Social Work",18712,191,35491,43234,52837
"The University of Texas at Arlington","Economics",20673,199,51007,67287,89332
"The University of Texas at Arlington","Political Science and Government",21442,204,31124,49599,80482
"The University of Texas at Arlington","Sociology",25614,244,34736,51739,78090
"The University of Texas at Arlington","Fine and Studio Arts",22923,240,30246,41880,58503
"The University of Texas at Arlington","Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing",18732,185,75589,83895,93198
"The University of Texas at Arlington","Business Administration, Management and Operations",20250,195,43526,54961,69715
"The University of Texas at Arlington","Accounting and Related Services",19848,199,53346,62527,73442
"The University of Texas at Arlington","Finance and Financial Management Services",19153,196,50582,59313,69698
"The University of Texas at Arlington","International Business",20761,199,46323,54622,64554
"The University of Texas at Arlington","Management Information Systems and Services",20757,201,48759,58771,71045
"The University of Texas at Arlington","Marketing",19377,186,43454,53694,66595
"The University of Texas at Arlington","History",21666,233,38029,53170,75038
"The University of Texas at Austin","Architecture",21996,223,55827,60340,65251
"The University of Texas at Austin","Area Studies",19232,220,30211,41646,57904
"The University of Texas at Austin","Journalism",17279,183,38357,51204,68831
"The University of Texas at Austin","Radio, Television, and Digital Communication",20131,228,30060,46216,72158
"The University of Texas at Austin","Public Relations, Advertising, and Applied Communication",18699,216,45616,65345,94619
"The University of Texas at Austin","Computer and Information Sciences, General",19922,217,98356,112017,127755
"The University of Texas at Austin","Aerospace, Aeronautical and Astronautical Engineering",21062,235,76396,86315,97643
"The University of Texas at Austin","Chemical Engineering",18112,209,84320,95916,109258
"The University of Texas at Austin","Civil Engineering",19434,211,70706,82103,95515
"The University of Texas at Austin","Electrical, Electronics and Communications Engineering",20032,217,91046,106557,124968
"The University of Texas at Austin","Mechanical Engineering",18195,196,77142,92067,110166
"The University of Texas at Austin","Linguistic, Comparative, and Related Language Studies and Services",21243,230,28796,41102,59289
"The University of Texas at Austin","East Asian Languages, Literatures, and Linguistics",20196,232,16440,47139,148188
"The University of Texas at Austin","Romance Languages, Literatures, and Linguistics",19669,201,34776,53437,83383
"The University of Texas at Austin","Foods, Nutrition, and Related Services",20253,211,33585,53360,86305
"The University of Texas at Austin","Human Development, Family Studies, and Related Services",20465,228,36317,51787,74625
"The University of Texas at Austin","Apparel and Textiles",21131,231,33215,51006,79536
"The University of Texas at Austin","English Language and Literature, General",19924,217,33388,48118,70122
"The University of Texas at Austin","Rhetoric and Composition/Writing Studies",20731,226,40976,55146,74763
"The University of Texas at Austin","Liberal Arts and Sciences, General Studies and Humanities",17680,197,41537,59458,86028
"The University of Texas at Austin","Biology, General",19195,216,29411,54042,102406
"The University of Texas at Austin","Mathematics",19717,207,53361,75618,108249
"The University of Texas at Austin","International/Global Studies",17269,188,37647,57068,87763
"The University of Texas at Austin","Multi/Interdisciplinary Studies, Other",20720,215,47339,51323,55673
"The University of Texas at Austin","Health and Physical Education/Fitness",19905,220,33664,57339,99997
"The University of Texas at Austin","Philosophy",19083,207,33209,43995,58670
"The University of Texas at Austin","Chemistry",17742,189,42371,58652,81907
"The University of Texas at Austin","Geological and Earth Sciences/Geosciences",20105,180,50503,62069,76555
"The University of Texas at Austin","Physics",20116,207,36897,76239,164581
"The University of Texas at Austin","Psychology, General",18072,199,31990,45001,63921
"The University of Texas at Austin","Social Work",17753,203,33572,47151,66862
"The University of Texas at Austin","Anthropology",18854,210,30382,40367,53996
"The University of Texas at Austin","Economics",18940,207,52626,81620,128634
"The University of Texas at Austin","Geography and Cartography",20643,228,39777,61313,95994
"The University of Texas at Austin","Political Science and Government",19324,207,40697,59257,87302
"The University of Texas at Austin","Sociology",19747,228,36367,53118,78518
"The University of Texas at Austin","Visual and Performing Arts, General",20147,225,30980,32436,33966
"The University of Texas at Austin","Fine and Studio Arts",21601,232,26850,40074,60615
"The University of Texas at Austin","Communication Disorders Sciences and Services",18452,217,20789,53486,148195
"The University of Texas at Austin","Public Health",19356,217,31380,54491,97052
"The University of Texas at Austin","Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing",18598,205,69158,73745,78663
"The University of Texas at Austin","Business Administration, Management and Operations",19922,217,64515,79482,98277
"The University of Texas at Austin","Finance and Financial Management Services",18978,217,72426,95994,128075
"The University of Texas at Austin","History",18729,197,37453,49738,66497
"The University of Texas at Dallas","Radio, Television, and Digital Communication",21495,228,34945,53684,83747
"The University of Texas at Dallas","Computer and Information Sciences, General",17800,186,68126,87411,112737
"The University of Texas at Dallas","Biomedical/Medical Engineering",19488,197,56670,73218,95117
"The University of Texas at Dallas","Computer Engineering",21328,227,73333,98131,132246
"The University of Texas at Dallas","Electrical, Electronics and Communications Engineering",22803,256,74742,89049,106366
"The University of Texas at Dallas","Mechanical Engineering",21451,219,63401,77070,93984
"The University of Texas at Dallas","Linguistic, Comparative, and Related Language Studies and Services",20128,214,35680,44546,55844
"The University of Texas at Dallas","Biology, General",18315,199,24253,50623,110530
"The University of Texas at Dallas","Biochemistry, Biophysics and Molecular Biology",20378,220,20340,45693,108389
"The University of Texas at Dallas","Neurobiology and Neurosciences",19248,207,28225,39444,55639
"The University of Texas at Dallas","Multi/Interdisciplinary Studies, Other",21037,217,45846,52089,59263
"The University of Texas at Dallas","Psychology, General",17574,171,31624,48961,77018
"The University of Texas at Dallas","Research and Experimental Psychology",18445,183,31249,44478,63968
"The University of Texas at Dallas","Public Administration",20562,191,31487,46536,69657
"The University of Texas at Dallas","Public Policy Analysis",17284,178,41772,46475,51757
"The University of Texas at Dallas","Criminology",19310,210,37198,44843,54217
"The University of Texas at Dallas","Economics",20180,201,43879,57908,76914
"The University of Texas at Dallas","Political Science and Government",21872,209,30234,56188,107812
"The University of Texas at Dallas","Design and Applied Arts",20212,209,27004,42182,66991
"The University of Texas at Dallas","Communication Disorders Sciences and Services",17962,177,24831,46494,89952
"The University of Texas at Dallas","Business/Commerce, General",20015,201,47355,61999,81664
"The University of Texas at Dallas","Accounting and Related Services",20124,201,51369,66300,86036
"The University of Texas at Dallas","Finance and Financial Management Services",19474,195,58139,72322,90323
"The University of Texas at Dallas","International Business",17667,199,45081,80589,148167
"The University of Texas at Dallas","Management Sciences and Quantitative Methods",17833,181,55056,72952,97305
"The University of Texas at Dallas","Marketing",15955,180,50993,64110,80954
"The University of Texas at Dallas","History",19213,203,37416,55900,84644
"The University of Texas at El Paso","Radio, Television, and Digital Communication",23710,220,20161,37225,70916
"The University of Texas at El Paso","Public Relations, Advertising, and Applied Communication",22739,214,30948,40270,52703
"The University of Texas at El Paso","Computer and Information Sciences, General",21373,211,74349,78299,82477
"The University of Texas at El Paso","Civil Engineering",19136,173,53887,69228,89403
"The University of Texas at El Paso","Industrial Engineering",16557,171,57857,62454,67449
"The University of Texas at El Paso","Romance Languages, Literatures, and Linguistics",23884,252,26644,41963,67235
"The University of Texas at El Paso","Biology, General",19543,190,22803,42562,82058
"The University of Texas at El Paso","Biochemistry, Biophysics and Molecular Biology",19487,179,17881,38747,88240
"The University of Texas at El Paso","Microbiological Sciences and Immunology",19091,201,24475,47183,94278
"The University of Texas at El Paso","Mathematics",20934,192,49762,52326,55034
"The University of Texas at El Paso","Multi/Interdisciplinary Studies, Other",23078,221,43242,46850,50786
"The University of Texas at El Paso","Health and Physical Education/Fitness",20312,211,23442,44116,85830
"The University of Texas at El Paso","Psychology, General",19564,190,24495,36584,55376
"The University of Texas at El Paso","Criminal Justice and Corrections",20702,199,28829,43145,65450
"The University of Texas at El Paso","Social Work",17781,172,34153,38397,43218
"The University of Texas at El Paso","Political Science and Government",23071,219,25109,38690,60552
"The University of Texas at El Paso","Fine and Studio Arts",20818,196,17799,28989,48158
"The University of Texas at El Paso","Public Health",24424,244,29747,35691,42941
"The University of Texas at El Paso","Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing",20274,198,64336,71055,78540
"The University of Texas at El Paso","Business Administration, Management and Operations",20494,177,33749,39914,47316
"The University of Texas at El Paso","Accounting and Related Services",20388,186,34740,49940,72582
"The University of Texas at El Paso","Finance and Financial Management Services",17375,169,36163,46343,59694
"The University of Texas at El Paso","Management Information Systems and Services",22903,201,35251,50548,73272
"The University of Texas at El Paso","Marketing",18028,159,33836,48227,69462
"The University of Texas at Tyler","Communication and Media Studies",15382,156,31536,39522,49741
"The University of Texas at Tyler","Computer and Information Sciences, General",20841,227,50405,59634,70719
"The University of Texas at Tyler","Civil Engineering",20598,199,67425,76702,87376
"The University of Texas at Tyler","Electrical, Electronics and Communications Engineering",18257,196,76359,81132,86230
"The University of Texas at Tyler","Mechanical Engineering",19409,189,63968,79653,99582
"The University of Texas at Tyler","English Language and Literature, General",19472,199,34990,33042,33042
"The University of Texas at Tyler","Biology, General",16431,168,27047,31618,37037
"The University of Texas at Tyler","Multi/Interdisciplinary Studies, Other",18666,185,38629,41965,45615
"The University of Texas at Tyler","Health and Physical Education/Fitness",16346,171,28784,42222,62695
"The University of Texas at Tyler","Psychology, General",16566,156,29764,39796,53585
"The University of Texas at Tyler","Criminal Justice and Corrections",20146,188,33479,43694,57364
"The University of Texas at Tyler","Health Services/Allied Health/Health Sciences, General",18599,197,31747,43809,60978
"The University of Texas at Tyler","Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing",18288,185,65510,70461,75820
"The University of Texas at Tyler","Business Administration, Management and Operations",17536,172,47093,55095,64589
"The University of Texas at Tyler","Accounting and Related Services",19448,159,44280,56107,71426
"The University of Texas at Tyler","Finance and Financial Management Services",15047,148,46739,56218,67812
"The University of Texas at Tyler","Human Resources Management and Services",18591,195,32042,44247,61633
"The University of Texas at Tyler","Marketing",16600,163,40227,42597,45119
"The University of Texas at Tyler","History",17855,190,34846,35536,36241
"Texas Christian University","Communication and Media Studies",20210,228,40203,61473,95418
"Texas Christian University","Public Relations, Advertising, and Applied Communication",20709,251,43762,66005,100963
"Texas Christian University","Teacher Education and Professional Development, Specific Levels and Methods",21941,236,50477,48180,48180
"Texas Christian University","Teacher Education and Professional Development, Specific Subject Areas",23040,265,53790,52756,52756
"Texas Christian University","Liberal Arts and Sciences, General Studies and Humanities",21442,217,27160,45338,77354
"Texas Christian University","Psychology, General",20357,227,39959,48796,59786
